"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01098","WORTHINGTON, MA","H",101,"H",813,"H",3847,17,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA","G",221,"G",1696,"G",6998,17,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","J",2780,"H",52465,"H",219395,16,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA","G",6511,"G",71238,"H",331014,445,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA","G",15553,"H",223946,"H",940354,508,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA","G",6300,"G",58096,"G",237859,262,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA","H",3775,"H",30373,"H",131323,273,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA","G",2566,"G",38900,"G",172248,145,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA","G",2308,"G",16707,"G",68894,251,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA","H",7605,"H",54154,"H",225441,299,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","J",3067,"J",140568,"J",375509,6,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA","G",952,"H",47379,"H",111168,46,"SPRINGFIELD","MA","HAMPDEN"
"01118","SPRINGFIELD, MA","G",1411,"G",11471,"G",45891,137,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA","H",3829,"H",30088,"H",116201,153,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA","G",796,"G",4570,"H",20294,46,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA","G",2302,"G",14109,"G",56395,156,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA","J",13,"H",93,"G",556,4,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA","H",1199,"H",28423,"H",100495,48,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA","G",1674,"G",29008,"G",95669,136,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","J",6735,"J",99093,"J",378242,6,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA","G",23657,"G",295365,"G",1318217,1271,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA","H",334,"J",9021,"J",30200,24,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA","G",1632,"G",16294,"G",67335,156,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA","H",42,"H",495,"G",2139,14,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA","H",249,"H",2071,"H",12442,45,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA","G",14,"H",166,"H",735,4,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA","G",414,"H",3521,"H",16484,54,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA","H",1402,"H",21629,"J",139307,118,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA","H",48,"G",251,"G",1439,6,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","G",19,"J",128,"H",995,5,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA","G",5165,"G",48295,"G",203222,419,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA","G",119,"G",1080,"G",6406,44,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA","H",444,"H",3312,"H",13932,43,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA","G",1577,"G",9003,"G",35676,112,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA","G",2931,"G",22853,"G",98249,266,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA","G",3460,"G",28006,"G",121569,246,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA","H",127,"H",984,"H",4307,16,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA","H",33,"H",222,"J",941,7,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","J",68,"J",614,"J",2755,4,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA","J",106,"J",787,"J",3636,18,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA","G",4205,"G",35024,"G",148049,315,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA","G",4,"J",41,"J",281,5,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","J",134,"G",843,"G",3645,34,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA","G",77,"J",1076,"H",5548,29,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA","H",109,"J",1095,"J",4973,23,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA","G",21,"H",190,"H",841,6,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA","G",1072,"H",16511,"H",54005,116,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA","G",390,"H",2217,"G",7118,30,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","J",132,"J",1159,"H",6296,29,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA","J",414,"J",6190,"J",25349,10,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA","H",1496,"G",13475,"G",58363,76,"STOCKBRIDGE","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA","G",134,"G",1223,"G",6499,48,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA","H",3368,"G",43741,"G",192444,191,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA","J",20,"G",214,"G",1174,10,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA","G",8261,"G",79406,"G",322029,550,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA","H",235,"H",2480,"H",8897,18,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA","G",150,"G",688,"G",3159,30,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA","H",3173,"H",28384,"H",114721,218,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA","G",372,"H",2766,"G",12850,44,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA","G",124,"G",655,"G",3423,15,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA","J",336,"H",1798,"H",9652,26,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA","G",126,"H",1085,"H",4639,18,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA","H",119,"G",1140,"G",4997,21,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA","H",833,"J",9124,"H",39417,30,"DEERFIELD","MA","FRANKLIN"
"01344","ERVING, MA","H",299,"H",2997,"H",12667,21,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA","J",9,"H",75,"H",272,5,"HEATH","MA","FRANKLIN"
"01349","MILLERS FALLS, MA","J",33,"J",167,"J",690,8,"MILLERS FALLS","MA","FRANKLIN"
"01351","MONTAGUE, MA","G",119,"G",766,"G",3776,33,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA","G",304,"G",1965,"G",8943,24,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","J",53,"J",481,"H",2214,16,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA","H",833,"G",9327,"H",42414,50,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA","H",1316,"H",11918,"H",49811,129,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA","J",56,"H",264,"H",1265,26,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA","G",70,"H",1670,"G",5747,8,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","J",41,"H",138,"H",664,7,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA","G",570,"G",3484,"G",15716,120,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA","G",3024,"G",41501,"G",158042,149,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA","H",713,"H",8899,"H",40924,53,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA","G",1596,"G",16984,"G",68802,103,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","G",5,"H",24,"J",217,5,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA","J",24,"H",77,"G",405,12,"WENDELL","MA","FRANKLIN"
"01420","FITCHBURG, MA","G",11295,"G",101664,"G",419661,751,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA","G",595,"H",5358,"H",23238,93,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA","G",174,"H",1482,"G",7517,57,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA","G",3869,"G",56076,"G",229043,231,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA","H",3423,"J",73969,"H",274647,80,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","J",539,"J",6405,"J",24692,28,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","H",227,"H",1950,"H",11335,19,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA","G",6899,"G",69555,"G",294216,415,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","J",753,"J",14240,"J",59477,10,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA","G",1888,"G",19736,"G",87778,214,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA","H",792,"H",10390,"H",46930,148,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA","H",286,"H",2610,"H",11685,50,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA","G",19534,"G",187659,"G",764627,1140,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA","G",8154,"H",165631,"H",656528,321,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA","G",2028,"G",20523,"G",94109,222,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA","G",1213,"G",10889,"G",49890,221,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA","G",1430,"G",18065,"G",75677,125,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","J",30,"H",241,"H",1161,8,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA","H",289,"G",2687,"G",11842,57,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA","G",1427,"G",12353,"G",52539,135,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","J",344,"J",6594,"J",22314,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA","J",160,"H",1170,"H",4927,9,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA","G",1241,"G",13217,"G",56597,174,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA","H",96,"H",1010,"G",4714,29,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA","G",1147,"G",9254,"H",38199,142,"WINCHENDON","MA","WORCESTER"
"01501","AUBURN, MA","G",11569,"G",122155,"G",502661,606,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA","G",426,"G",3806,"G",18409,95,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA","G",878,"G",8135,"G",33691,145,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA","G",1430,"G",17282,"G",81440,126,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA","J",176,"G",1167,"G",5137,45,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA","G",2886,"G",33851,"G",135852,250,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA","H",332,"H",1798,"H",8847,26,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA","J",14,"J",206,"J",988,5,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA","G",3479,"G",42307,"G",170578,261,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA","H",358,"H",3043,"H",13418,47,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA","G",703,"G",6047,"G",28307,127,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA","G",674,"G",6322,"G",26897,67,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","J",1424,"J",15878,"J",66276,102,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA","G",2987,"G",31808,"G",128161,280,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA","H",75,"G",461,"G",2169,27,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","H",123,"G",826,"G",4880,34,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA","G",2723,"H",30925,"G",121175,129,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA","H",1278,"H",10215,"H",42635,113,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA","H",163,"H",1580,"H",7166,19,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA","J",42,"G",258,"H",1090,11,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA","H",4281,"G",37739,"G",158006,310,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA","H",118,"H",890,"G",4162,31,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA","G",32,"H",367,"G",2002,17,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA","G",8145,"G",97057,"G",398785,518,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA","G",897,"H",10262,"G",45185,77,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA","G",825,"H",9559,"H",36439,83,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA","H",1926,"H",28042,"H",113926,154,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA","H",895,"H",10504,"H",46742,80,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","J",97,"J",762,"H",3110,13,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA","H",4756,"J",105654,"H",310043,225,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA","H",970,"H",4677,"H",19924,70,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA","J",426,"J",5881,"J",22982,34,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA","H",1118,"H",10011,"H",43870,124,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA","G",12055,"G",133391,"G",549789,834,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA","G",5124,"G",59171,"G",231295,316,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA","G",332,"G",3829,"G",16182,59,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA","J",472,"H",4162,"H",17342,20,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA","G",2736,"H",29622,"H",122180,206,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA","G",2368,"G",25929,"G",117552,206,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA","G",3666,"G",28411,"G",121808,245,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA","G",696,"G",6083,"G",28399,151,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA","G",3309,"G",37512,"G",162174,272,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA","H",7360,"H",88491,"H",316544,376,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA","G",2405,"G",23622,"G",99454,170,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA","G",28007,"H",505792,"H",2035822,982,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA","G",3663,"G",35900,"G",151327,244,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA","H",774,"G",6919,"H",30447,87,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA","G",3299,"G",31901,"G",134478,225,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA","G",2041,"G",21325,"G",96442,180,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA","H",507,"H",6714,"H",28789,9,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA","G",2976,"G",25740,"G",101638,325,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA","G",6826,"G",61074,"G",256901,408,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA","G",9471,"G",89901,"G",383016,716,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA","H",24119,"H",397882,"H",1528842,590,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA","H",8927,"H",100960,"H",405077,438,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA","H",3328,"H",32274,"H",129839,140,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA","G",13323,"G",213808,"G",909487,519,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA","H",10986,"G",99831,"G",416989,543,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA","G",9491,"G",85480,"G",352406,343,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA","G",303,"H",2353,"H",10216,35,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA","H",865,"H",5832,"H",25040,82,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA","G",200,"H",3140,"H",10472,22,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA","H",661,"H",13638,"H",44232,11,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","J",2099,"J",86311,"J",220001,5,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA","H",65,"G",716,"G",3005,6,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA","G",26479,"H",577963,"H",2708321,1215,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA","G",14781,"H",301465,"H",968317,925,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA","J",17,"H",146,"H",698,6,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA","J",21,"J",78,"J",492,5,"FRAMINGHAM","MA","MIDDLESEX"
"01718","ACTON, MA","G",2,"J",21,"J",125,4,"ACTON","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA","G",4201,"G",145570,"G",652787,142,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA","G",8564,"G",122134,"G",487106,723,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA","G",4678,"G",47268,"G",196404,411,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA","G",18141,"G",482707,"G",1876008,542,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA","G",339,"G",5052,"G",21698,27,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA","G",1129,"G",14822,"G",59879,134,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA","G",567,"G",8288,"G",37471,112,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA","G",10994,"H",218348,"G",862891,812,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA","J",132,"H",2267,"H",9330,13,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA","G",5397,"G",83246,"G",362360,393,"HOLLISTON","MA","MIDDLESEX"
