ZIP,Num Farms,Num Estabs,Total Emp Bus,Min Share,Black Share,Number of Loans_1,Total Loans Amount_1,Total Employees_1,Number of Loans_2,Total Loans Amount_2,Total Employees_2,Number of Loans_3,Total Loans Amount_3,Total Employees_3
00501,0.0,10.0,10.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01001,11.0,475.0,486.0,0.0878984063745019,0.0280751992031872,0,0.0,0,0,0.0,0,0,0.0,0
01002,60.0,502.0,562.0,0.25768297950098,0.058108242798764,0,0.0,0,0,0.0,0,0,0.0,0
01003,3.0,15.0,18.0,0.311442871936486,0.0449603037625129,0,0.0,0,0,0.0,0,0,0.0,0
01004,3.0,6.0,9.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01005,60.0,99.0,159.0,0.0559427022841656,0.0199380565234223,0,0.0,0,0,0.0,0,0,0.0,0
01007,84.0,229.0,313.0,0.0812334217506631,0.0074270557029177,0,0.0,0,0,0.0,0,0,0.0,0
01008,31.0,19.0,50.0,0.0197132616487455,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01009,3.0,14.0,17.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01010,51.0,83.0,134.0,0.155064155064155,0.0546000546000546,0,0.0,0,0,0.0,0,0,0.0,0
01011,42.0,8.0,50.0,0.0343203230148048,0.0026917900403768,0,0.0,0,0,0.0,0,0,0.0,0
01012,14.0,14.0,28.0,0.0352941176470588,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01013,3.0,307.0,310.0,0.2324640485509477,0.0448568538634064,0,0.0,0,0,0.0,0,0,0.0,0
01020,9.0,525.0,534.0,0.1374590895566795,0.0526959568911368,0,0.0,0,0,0.0,0,0,0.0,0
01021,0.0,6.0,6.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01022,0.0,74.0,74.0,0.2796187017703132,0.1947344530186109,0,0.0,0,0,0.0,0,0,0.0,0
01026,29.0,22.0,51.0,0.0174757281553398,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01027,42.0,415.0,457.0,0.0623547417946828,0.0048183209568618,0,0.0,0,0,0.0,0,0,0.0,0
01028,8.0,498.0,506.0,0.0925069380203514,0.0222016651248843,0,0.0,0,0,0.0,0,0,0.0,0
01029,6.0,16.0,22.0,0.0174825174825175,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01030,12.0,219.0,231.0,0.0542863965613309,0.0159993632094245,0,0.0,0,0,0.0,0,0,0.0,0
01031,11.0,17.0,28.0,0.096100278551532,0.0034818941504178,0,0.0,0,0,0.0,0,0,0.0,0
01032,11.0,26.0,37.0,0.0082987551867219,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01033,51.0,132.0,183.0,0.0389857369255151,0.0030110935023771,0,0.0,0,0,0.0,0,0,0.0,0
01034,26.0,34.0,60.0,0.0543735224586288,0.008983451536643,0,0.0,0,0,0.0,0,0,0.0,0
01035,64.0,295.0,359.0,0.1266891891891891,0.0559309309309309,0,0.0,0,0,0.0,0,0,0.0,0
01036,15.0,110.0,125.0,0.0585620409741012,0.0019327406262079,0,0.0,0,0,0.0,0,0,0.0,0
01037,28.0,16.0,44.0,0.057632398753894,0.0031152647975077,0,0.0,0,0,0.0,0,0,0.0,0
01038,31.0,63.0,94.0,0.0625706747078779,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01039,23.0,35.0,58.0,0.0716374269005848,0.0160818713450292,0,0.0,0,0,0.0,0,0,0.0,0
01040,40.0,845.0,885.0,0.1997211224820099,0.0427778192774084,0,0.0,0,0,0.0,0,0,0.0,0
01041,0.0,20.0,20.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01050,31.0,33.0,64.0,0.0603096984515076,0.0114099429502852,0,0.0,0,0,0.0,0,0,0.0,0
01053,4.0,35.0,39.0,0.0502702702702703,0.0329729729729729,0,0.0,0,0,0.0,0,0,0.0,0
01054,15.0,27.0,42.0,0.0832,0.0122666666666666,0,0.0,0,0,0.0,0,0,0.0,0
01056,30.0,406.0,436.0,0.0749187202563257,0.0173396786505206,0,0.0,0,0,0.0,0,0,0.0,0
01057,53.0,141.0,194.0,0.0387331966279335,0.0124174071542492,0,0.0,0,0,0.0,0,0,0.0,0
01059,0.0,6.0,6.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01060,14.0,690.0,704.0,0.1559868180153789,0.0227633345538874,0,0.0,0,0,0.0,0,0,0.0,0
01061,0.0,21.0,21.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01062,9.0,199.0,208.0,0.0872794800371402,0.0152687506447952,0,0.0,0,0,0.0,0,0,0.0,0
01063,0.0,0.0,0.0,0.2552166934189406,0.0224719101123595,0,0.0,0,0,0.0,0,0,0.0,0
01066,11.0,6.0,17.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01068,32.0,33.0,65.0,0.0232273838630806,0.0024449877750611,0,0.0,0,0,0.0,0,0,0.0,0
01069,27.0,238.0,265.0,0.106585589720055,0.0382055988985773,0,0.0,0,0,0.0,0,0,0.0,0
01070,25.0,8.0,33.0,0.1443298969072165,0.0014727540500736,0,0.0,0,0,0.0,0,0,0.0,0
01071,4.0,18.0,22.0,0.0689655172413793,0.0330459770114942,0,0.0,0,0,0.0,0,0,0.0,0
01072,18.0,21.0,39.0,0.1440622972096041,0.0123296560674886,0,0.0,0,0,0.0,0,0,0.0,0
01073,36.0,120.0,156.0,0.0671097422596855,0.0055114281082833,0,0.0,0,0,0.0,0,0,0.0,0
01074,0.0,8.0,8.0,0.0681818181818182,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01075,13.0,303.0,316.0,0.1000282246683601,0.0174428450465707,0,0.0,0,0,0.0,0,0,0.0,0
01077,43.0,226.0,269.0,0.0515326064595762,0.0006171569635877,0,0.0,0,0,0.0,0,0,0.0,0
01079,12.0,10.0,22.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01080,0.0,39.0,39.0,0.1694915254237288,0.0264572137246796,0,0.0,0,0,0.0,0,0,0.0,0
01081,13.0,20.0,33.0,0.033040784718637,0.0046463603510583,0,0.0,0,0,0.0,0,0,0.0,0
01082,38.0,162.0,200.0,0.0488347355188086,0.0176965477226573,0,0.0,0,0,0.0,0,0,0.0,0
01083,20.0,31.0,51.0,0.0444799999999999,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01084,3.0,0.0,3.0,0.1393939393939394,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01085,59.0,834.0,893.0,0.0997653144307677,0.0150390344365151,0,0.0,0,0,0.0,0,0,0.0,0
01086,1.0,13.0,14.0,0.0911680911680912,0.0455840455840455,0,0.0,0,0,0.0,0,0,0.0,0
01088,2.0,27.0,29.0,0.0085034013605441,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01089,9.0,923.0,932.0,0.1562028955025064,0.0267465909489255,0,0.0,0,0,0.0,0,0,0.0,0
01090,0.0,17.0,17.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01092,0.0,16.0,16.0,0.0241666666666666,0.0241666666666666,0,0.0,0,0,0.0,0,0,0.0,0
01093,21.0,34.0,55.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01094,0.0,0.0,0.0,0.0373831775700934,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01095,6.0,296.0,302.0,0.0730664857530529,0.0351424694708276,0,0.0,0,0,0.0,0,0,0.0,0
01096,26.0,48.0,74.0,0.0026223776223776,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01097,0.0,0.0,0.0,0.043010752688172,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01098,45.0,19.0,64.0,0.0076142131979695,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01101,5.0,11.0,16.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01102,0.0,14.0,14.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01103,0.0,393.0,393.0,0.5289089994972348,0.1970839617898441,0,0.0,0,0,0.0,0,0,0.0,0
01104,1.0,502.0,503.0,0.3713174946004319,0.1162419006479481,0,0.0,0,0,0.0,0,0,0.0,0
01105,0.0,249.0,249.0,0.5188522646431113,0.2200616552051221,0,0.0,0,0,0.0,0,0,0.0,0
01106,0.0,278.0,278.0,0.1170692028532098,0.012764359904893,0,0.0,0,0,0.0,0,0,0.0,0
01107,0.0,138.0,138.0,0.3993842469853759,0.1280253142906012,0,0.0,0,0,0.0,0,0,0.0,0
01108,0.0,248.0,248.0,0.4262605599121112,0.2009698071750577,0,0.0,0,0,0.0,0,0,0.0,0
01109,2.0,312.0,314.0,0.5145678529526789,0.3481944987615695,0,0.0,0,0,0.0,0,0,0.0,0
01111,0.0,8.0,8.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01115,0.0,42.0,42.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01116,0.0,3.0,3.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01118,2.0,134.0,136.0,0.3124873643776534,0.1634207156816497,0,0.0,0,0,0.0,0,0,0.0,0
01119,3.0,149.0,152.0,0.3499584999622727,0.1873538066852788,0,0.0,0,0,0.0,0,0,0.0,0
01128,0.0,52.0,52.0,0.2502509200401471,0.097356975577116,0,0.0,0,0,0.0,0,0,0.0,0
01129,0.0,137.0,137.0,0.2965374841168996,0.1956797966963151,0,0.0,0,0,0.0,0,0,0.0,0
01138,0.0,4.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01144,0.0,48.0,48.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01151,0.0,130.0,130.0,0.3977859778597786,0.2523985239852399,0,0.0,0,0,0.0,0,0,0.0,0
01199,0.0,8.0,8.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01201,34.0,1248.0,1282.0,0.1434878587196467,0.0448783596185794,0,0.0,0,0,0.0,0,0,0.0,0
01202,2.0,21.0,23.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01220,25.0,154.0,179.0,0.0512978226104071,0.0066428835035059,0,0.0,0,0,0.0,0,0,0.0,0
01222,10.0,17.0,27.0,0.036111111111111,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01223,23.0,42.0,65.0,0.0664265706282513,0.0108043217286914,0,0.0,0,0,0.0,0,0,0.0,0
01224,0.0,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01225,33.0,54.0,87.0,0.0468800517297122,0.0093760103459424,0,0.0,0,0,0.0,0,0,0.0,0
01226,6.0,116.0,122.0,0.0183636906539265,0.0011943863839952,0,0.0,0,0,0.0,0,0,0.0,0
01227,0.0,6.0,6.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01229,3.0,5.0,8.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01230,55.0,397.0,452.0,0.0599712712473067,0.0208283457026574,0,0.0,0,0,0.0,0,0,0.0,0
01235,18.0,45.0,63.0,0.0354579991557619,0.0029548332629801,0,0.0,0,0,0.0,0,0,0.0,0
01236,0.0,48.0,48.0,0.2263792010145846,0.0995561192136968,0,0.0,0,0,0.0,0,0,0.0,0
01237,37.0,92.0,129.0,0.0142743854084059,0.000396510705789,0,0.0,0,0,0.0,0,0,0.0,0
01238,24.0,241.0,265.0,0.0866220735785953,0.0053511705685618,0,0.0,0,0,0.0,0,0,0.0,0
01240,12.0,248.0,260.0,0.0683669095585083,0.0252893270467209,0,0.0,0,0,0.0,0,0,0.0,0
01242,0.0,15.0,15.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01243,3.0,6.0,9.0,0.0775193798449612,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01244,1.0,4.0,5.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01245,19.0,20.0,39.0,0.0077519379844961,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01247,13.0,326.0,339.0,0.1097131681877444,0.0165580182529335,0,0.0,0,0,0.0,0,0,0.0,0
01252,0.0,5.0,5.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01253,2.0,27.0,29.0,0.017743979721166,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01254,11.0,20.0,31.0,0.077003121748179,0.0520291363163371,0,0.0,0,0,0.0,0,0,0.0,0
01255,19.0,26.0,45.0,0.0392817059483726,0.0179573512906846,0,0.0,0,0,0.0,0,0,0.0,0
01256,9.0,10.0,19.0,0.0499286733238231,0.0313837375178316,0,0.0,0,0,0.0,0,0,0.0,0
01257,25.0,121.0,146.0,0.0010764262648008,0.0010764262648008,0,0.0,0,0,0.0,0,0,0.0,0
01258,6.0,36.0,42.0,0.0960264900662252,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01259,8.0,26.0,34.0,0.019448946515397,0.006482982171799,0,0.0,0,0,0.0,0,0,0.0,0
01260,0.0,12.0,12.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01262,6.0,81.0,87.0,0.1390845070422535,0.0545774647887323,0,0.0,0,0,0.0,0,0,0.0,0
01264,4.0,0.0,4.0,0.0794392523364485,0.0233644859813084,0,0.0,0,0,0.0,0,0,0.0,0
01266,12.0,43.0,55.0,0.1069476971116315,0.0452771272443403,0,0.0,0,1,3802.1,1,0,0.0,0
01267,35.0,199.0,234.0,0.1676500769625448,0.047588506926629,0,0.0,0,0,0.0,0,0,0.0,0
01270,9.0,15.0,24.0,0.1505016722408027,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01301,54.0,521.0,575.0,0.0959627505536312,0.0228266424393844,0,0.0,0,0,0.0,0,0,0.0,0
01302,0.0,14.0,14.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01330,55.0,27.0,82.0,0.0708908406524466,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01331,47.0,221.0,268.0,0.0673818796384745,0.0105077522227937,0,0.0,0,0,0.0,0,0,0.0,0
01337,68.0,49.0,117.0,0.0417690417690417,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01338,9.0,12.0,21.0,0.4133333333333333,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01339,39.0,28.0,67.0,0.0375886524822695,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01340,42.0,20.0,62.0,0.0382022471910112,0.0168539325842696,0,0.0,0,0,0.0,0,0,0.0,0
01341,69.0,24.0,93.0,0.0111358574610245,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01342,12.0,30.0,42.0,0.1545064377682403,0.03862660944206,0,0.0,0,0,0.0,0,0,0.0,0
01343,3.0,0.0,3.0,0.1153846153846154,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01344,4.0,21.0,25.0,0.0483991064780342,0.0163812360387192,0,0.0,0,0,0.0,0,0,0.0,0
01346,19.0,7.0,26.0,0.056985294117647,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01347,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01349,13.0,10.0,23.0,0.1136543014996053,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01350,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01351,26.0,30.0,56.0,0.0287155607295304,0.009313154831199,0,0.0,0,0,0.0,0,0,0.0,0
01354,34.0,17.0,51.0,0.0675519630484988,0.0196304849884526,0,0.0,0,0,0.0,0,0,0.0,0
01355,20.0,16.0,36.0,0.2273190621814474,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01360,33.0,41.0,74.0,0.0538176925664312,0.0026908846283215,0,0.0,0,0,0.0,0,0,0.0,0
01364,57.0,134.0,191.0,0.0431291283512498,0.0085481155290765,0,0.0,0,0,0.0,0,0,0.0,0
01366,18.0,31.0,49.0,0.0467532467532467,0.0043290043290043,0,0.0,0,0,0.0,0,0,0.0,0
01367,6.0,7.0,13.0,0.1213872832369942,0.0115606936416184,0,0.0,0,0,0.0,0,0,0.0,0
01368,10.0,6.0,16.0,0.0082701585113714,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01370,68.0,124.0,192.0,0.0877381271800376,0.0045613093640998,0,0.0,0,0,0.0,0,0,0.0,0
01373,53.0,147.0,200.0,0.0439786272092067,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01375,23.0,51.0,74.0,0.1891298380455668,0.0046664836673071,0,0.0,0,0,0.0,0,0,0.0,0
01376,1.0,98.0,99.0,0.0766738660907127,0.0060475161987041,0,0.0,0,0,0.0,0,0,0.0,0
01378,15.0,5.0,20.0,0.035230352303523,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01379,22.0,13.0,35.0,0.1077844311377245,0.0526946107784431,0,0.0,0,0,0.0,0,0,0.0,0
01420,37.0,729.0,766.0,0.2605481072555204,0.070066048895899,0,0.0,0,0,0.0,0,0,0.0,0
01430,17.0,94.0,111.0,0.025632911392405,0.010126582278481,0,0.0,0,0,0.0,0,0,0.0,0
01431,47.0,56.0,103.0,0.0364372469635627,0.0021800062285892,0,0.0,0,0,0.0,0,0,0.0,0
01432,1.0,227.0,228.0,0.125,0.0436855670103092,0,0.0,0,0,0.0,0,0,0.0,0
01434,0.0,76.0,76.0,0.4414549078226208,0.2531141006477329,0,0.0,0,0,0.0,0,0,0.0,0
01436,1.0,25.0,26.0,0.0421141888072357,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01438,0.0,17.0,17.0,0.005859375,0.005859375,0,0.0,0,0,0.0,0,0,0.0,0
01440,9.0,410.0,419.0,0.1366173258917739,0.0252365930599369,0,0.0,0,0,0.0,0,0,0.0,0
01441,0.0,4.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01450,43.0,208.0,251.0,0.0945062709768592,0.0035329447094152,0,0.0,0,0,0.0,0,0,0.0,0
01451,48.0,133.0,181.0,0.0913461538461538,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01452,26.0,56.0,82.0,0.0828079024800336,0.0256410256410256,0,0.0,0,0,0.0,0,0,0.0,0
01453,24.0,1167.0,1191.0,0.1951553272194747,0.0588418879339319,0,0.0,0,0,0.0,0,0,0.0,0
01460,20.0,312.0,332.0,0.1098305752561071,0.0040386130811662,0,0.0,0,0,0.0,0,0,0.0,0
01462,41.0,224.0,265.0,0.0575021682567216,0.0158716392020815,0,0.0,0,0,0.0,0,0,0.0,0
01463,25.0,211.0,236.0,0.0884174027903904,0.0080079253694377,0,0.0,0,0,0.0,0,0,0.0,0
01464,15.0,130.0,145.0,0.2178308823529411,0.0972951680672268,0,0.0,0,0,0.0,0,0,0.0,0
01467,3.0,5.0,8.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01468,15.0,57.0,72.0,0.0819188191881918,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01469,10.0,127.0,137.0,0.0696364567332309,0.0157450076804915,0,0.0,0,0,0.0,0,0,0.0,0
01471,0.0,3.0,3.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01472,3.0,7.0,10.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01473,29.0,189.0,218.0,0.007747015494031,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01474,8.0,27.0,35.0,0.0213649851632047,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01475,32.0,137.0,169.0,0.1021143015418705,0.0101560336072384,0,0.0,0,0,0.0,0,0,0.0,0
01501,10.0,626.0,636.0,0.0588199915799603,0.0069164611776026,0,0.0,0,0,0.0,0,0,0.0,0
01503,47.0,100.0,147.0,0.0329106280193236,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01504,5.0,141.0,146.0,0.1053086820196778,0.0382744080441128,0,0.0,0,0,0.0,0,0,0.0,0
01505,24.0,123.0,147.0,0.0364337762537505,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01506,31.0,48.0,79.0,0.0572840942134341,0.0034893864495492,0,0.0,0,0,0.0,0,0,0.0,0
01507,41.0,252.0,293.0,0.0454812637766348,0.0076414401175606,0,0.0,0,0,0.0,0,0,0.0,0
01508,1.0,25.0,26.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01509,0.0,4.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01510,0.0,250.0,250.0,0.113845050215208,0.0288378766140602,0,0.0,0,0,0.0,0,0,0.0,0
01515,9.0,44.0,53.0,0.048215113583681,0.0185442744552619,0,0.0,0,0,0.0,0,0,0.0,0
01516,26.0,126.0,152.0,0.0393760907504363,0.0026178010471204,0,0.0,0,0,0.0,0,0,0.0,0
01518,4.0,72.0,76.0,0.0660011092623406,0.0002773155851358,0,0.0,0,0,0.0,0,0,0.0,0
01519,30.0,106.0,136.0,0.183584456780333,0.0327782183452286,0,0.0,0,0,0.0,0,0,0.0,0
01520,17.0,280.0,297.0,0.0896693442929198,0.0316956223924279,0,0.0,0,0,0.0,0,0,0.0,0
01521,4.0,25.0,29.0,0.0200642054574639,0.0068218298555377,0,0.0,0,0,0.0,0,0,0.0,0
01522,8.0,43.0,51.0,0.0384490061909417,0.0146627565982404,0,0.0,0,0,0.0,0,0,0.0,0
01523,107.0,144.0,251.0,0.1115379690101164,0.0489179152260212,0,0.0,0,0,0.0,0,0,0.0,0
01524,15.0,118.0,133.0,0.075390970787843,0.0345234582472705,0,0.0,0,0,0.0,0,0,0.0,0
01525,0.0,16.0,16.0,0.1456310679611651,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01526,0.0,11.0,11.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01527,12.0,308.0,320.0,0.0983938648531327,0.0145420344378526,0,0.0,0,0,0.0,0,0,0.0,0
01529,3.0,35.0,38.0,0.0378578024007386,0.0043090181594336,0,0.0,0,0,0.0,0,0,0.0,0
01531,45.0,19.0,64.0,0.0181818181818181,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01532,12.0,517.0,529.0,0.1763142154582309,0.0448594404200172,0,0.0,0,0,0.0,0,0,0.0,0
01534,12.0,84.0,96.0,0.0465590484282073,0.0071367884451996,0,0.0,0,0,0.0,0,0,0.0,0
01535,38.0,83.0,121.0,0.0259740259740259,0.0140343527440301,0,0.0,0,0,0.0,0,0,0.0,0
01536,16.0,173.0,189.0,0.1598862019914652,0.0291607396870554,0,0.0,0,0,0.0,0,0,0.0,0
01537,5.0,71.0,76.0,0.0418894830659536,0.034313725490196,0,0.0,0,0,0.0,0,0,0.0,0
01538,1.0,11.0,12.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01540,22.0,226.0,248.0,0.0805719667779776,0.0163541399092388,0,0.0,0,0,0.0,0,0,0.0,0
01541,52.0,69.0,121.0,0.0631852279284478,0.0066358915175995,0,0.0,0,0,0.0,0,0,0.0,0
01542,5.0,37.0,42.0,0.077437106918239,0.0459905660377358,0,0.0,0,0,0.0,0,0,0.0,0
01543,34.0,126.0,160.0,0.0546653028753267,0.0059097624730082,0,0.0,0,0,0.0,0,0,0.0,0
01545,9.0,824.0,833.0,0.2972958628559297,0.0164795796513016,0,0.0,0,0,0.0,0,0,0.0,0
01550,7.0,307.0,314.0,0.1836940409131336,0.0418618440557367,0,0.0,0,0,0.0,0,0,0.0,0
01560,2.0,72.0,74.0,0.2990821580479068,0.0331318558316543,0,0.0,0,0,0.0,0,0,0.0,0
01561,3.0,17.0,20.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01562,41.0,215.0,256.0,0.0819795679115725,0.0140679953106682,0,0.0,0,0,0.0,0,0,0.0,0
01564,45.0,195.0,240.0,0.0362853628536284,0.0114391143911439,0,0.0,0,0,0.0,0,0,0.0,0
01566,16.0,236.0,252.0,0.0640013438602384,0.0087350915504787,0,0.0,0,0,0.0,0,0,0.0,0
01568,14.0,182.0,196.0,0.1667921686746988,0.0737951807228915,0,0.0,0,0,0.0,0,0,0.0,0
01569,34.0,280.0,314.0,0.0487015322638658,0.0079850370476944,0,0.0,0,0,0.0,0,0,0.0,0
01570,0.0,362.0,362.0,0.189323254989961,0.0431675918270934,0,0.0,0,0,0.0,0,0,0.0,0
01571,33.0,173.0,206.0,0.074365330370117,0.0212838704162748,0,0.0,0,0,0.0,0,0,0.0,0
01581,14.0,934.0,948.0,0.3427370633044392,0.0338324139742579,0,0.0,0,0,0.0,0,0,0.0,0
01583,8.0,248.0,256.0,0.1010061919504643,0.0452786377708978,0,0.0,0,0,0.0,0,0,0.0,0
01585,34.0,80.0,114.0,0.0347750489024125,0.0019560965007607,0,0.0,0,0,0.0,0,0,0.0,0
01588,2.0,249.0,251.0,0.1127502634351949,0.003927579270045,0,0.0,0,0,0.0,0,0,0.0,0
01590,45.0,194.0,239.0,0.0788750264326496,0.0232607316557411,0,0.0,0,0,0.0,0,0,0.0,0
01601,0.0,13.0,13.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01602,0.0,304.0,304.0,0.2344128391413208,0.0760169108894635,0,0.0,0,0,0.0,0,0,0.0,0
01603,2.0,402.0,404.0,0.3544487427466151,0.1249731356114334,0,0.0,0,0,0.0,0,0,0.0,0
01604,1.0,744.0,745.0,0.3659022666276937,0.1469454999601413,0,0.0,0,0,0.0,0,0,0.0,0
01605,0.0,604.0,604.0,0.3886975749447203,0.1863921412259397,0,0.0,0,0,0.0,0,0,0.0,0
01606,1.0,434.0,435.0,0.264456630109671,0.1069292123629112,0,0.0,0,0,0.0,0,0,0.0,0
01607,0.0,148.0,148.0,0.3248513674197384,0.2092746730083234,0,0.0,0,0,0.0,0,0,0.0,0
01608,0.0,519.0,519.0,0.4924643584521385,0.2177189409368635,0,0.0,0,0,0.0,0,0,0.0,0
01609,0.0,494.0,494.0,0.2073002754820936,0.0746556473829201,0,0.0,0,0,0.0,0,0,0.0,0
01610,0.0,377.0,377.0,0.3684091729866378,0.1161520404478151,0,0.0,0,0,0.0,0,0,0.0,0
01611,0.0,32.0,32.0,0.0726915520628683,0.0206286836935167,0,0.0,0,0,0.0,0,0,0.0,0
01612,14.0,80.0,94.0,0.1209433581939125,0.0826446280991735,0,0.0,0,0,0.0,0,0,0.0,0
01613,0.0,24.0,24.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01615,0.0,11.0,11.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01653,0.0,4.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01655,0.0,11.0,11.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01701,12.0,1175.0,1187.0,0.1940904510698832,0.0406022168217651,0,0.0,0,0,0.0,0,0,0.0,0
01702,1.0,906.0,907.0,0.4279294231800423,0.0804330618185532,0,0.0,0,0,0.0,0,0,0.0,0
01703,2.0,5.0,7.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01704,0.0,4.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
01718,0.0,3.0,3.0,0.5232722143864599,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01719,7.0,140.0,147.0,0.2543596970230756,0.0459749867887969,0,0.0,0,0,0.0,0,0,0.0,0
01720,8.0,700.0,708.0,0.3197172034564022,0.0387536004189578,0,0.0,0,0,0.0,0,0,0.0,0
01721,3.0,422.0,425.0,0.219429920728622,0.0508236352392196,0,0.0,0,0,0.0,0,0,0.0,0
01730,6.0,542.0,548.0,0.2404064809550881,0.0254405912450255,0,0.0,0,0,0.0,0,0,0.0,0
01731,0.0,22.0,22.0,0.3742331288343558,0.048135913166588,0,0.0,0,0,0.0,0,0,0.0,0
01740,22.0,124.0,146.0,0.1021284540702016,0.0024271844660194,0,0.0,0,0,0.0,0,0,0.0,0
01741,17.0,114.0,131.0,0.1171636085626911,0.0,0,0.0,0,0,0.0,0,0,0.0,0
01742,50.0,781.0,831.0,0.1783695250171711,0.0398901040841126,0,0.0,0,0,0.0,0,0,0.0,0
01745,0.0,12.0,12.0,0.0666666666666666,0.0,0,0.0,0,0,0.0,0,0,0.0,0
