"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"00501","HOLTSVILLE, NY","J",41,"J",198,"J",898,10,"HOLTSVILLE","NY","SUFFOLK"
"01001","AGAWAM, MA","G",7616,"G",103920,"G",447397,475,"AGAWAM","MA","HAMPDEN"
"01002","AMHERST, MA","H",7450,"H",70191,"H",315640,502,"AMHERST","MA","HAMPSHIRE"
"01003","AMHERST, MA","G",214,"H",2166,"H",9307,15,"AMHERST","MA","HAMPSHIRE"
"01004","AMHERST, MA","J",117,"J",1162,"J",5618,6,"AMHERST","MA","HAMPSHIRE"
"01005","BARRE, MA","G",818,"G",7700,"G",36543,99,"BARRE","MA","WORCESTER"
"01007","BELCHERTOWN, MA","G",1597,"G",14330,"G",66152,229,"BELCHERTOWN","MA","HAMPSHIRE"
"01008","BLANDFORD, MA","H",124,"H",782,"H",3829,19,"BLANDFORD","MA","HAMPDEN"
"01009","BONDSVILLE, MA","H",115,"G",1057,"G",4920,14,"BONDSVILLE","MA","HAMPDEN"
"01010","BRIMFIELD, MA","G",465,"H",4772,"H",23807,83,"BRIMFIELD","MA","HAMPDEN"
"01011","CHESTER, MA","J",26,"G",274,"G",1269,8,"CHESTER","MA","HAMPDEN"
"01012","CHESTERFIELD, MA","G",74,"G",746,"H",3546,14,"CHESTERFIELD","MA","HAMPSHIRE"
"01013","CHICOPEE, MA","G",5074,"G",48879,"H",219468,307,"CHICOPEE","MA","HAMPDEN"
"01020","CHICOPEE, MA","G",7917,"G",89359,"G",390196,525,"CHICOPEE","MA","HAMPDEN"
"01021","CHICOPEE, MA","G",202,"G",1426,"G",6068,6,"CHICOPEE","MA","HAMPDEN"
"01022","CHICOPEE, MA","G",2810,"G",34828,"G",148856,74,"CHICOPEE","MA","HAMPDEN"
"01026","CUMMINGTON, MA","H",197,"H",2092,"H",10083,22,"CUMMINGTON","MA","HAMPSHIRE"
"01027","EASTHAMPTON, MA","G",3502,"G",38418,"G",170353,415,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA","G",7682,"G",82174,"G",372843,498,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA","G",133,"H",1174,"H",6441,16,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA","H",1169,"G",9673,"G",47194,219,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA","H",108,"G",1031,"G",4875,17,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA","G",121,"G",1134,"G",5501,26,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA","G",723,"G",6475,"G",30989,132,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA","G",113,"H",1139,"H",5833,34,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA","G",4760,"G",40274,"G",176448,295,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA","G",896,"G",8398,"G",43234,110,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA","J",267,"J",3065,"J",14553,16,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA","H",1382,"H",18693,"H",78656,63,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA","J",266,"J",2462,"J",12153,35,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA","G",16103,"G",196053,"G",811594,845,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA","G",822,"H",9159,"H",42009,20,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA","G",185,"H",1400,"H",6909,33,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA","H",1634,"H",32133,"H",127981,35,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA","G",64,"G",424,"G",2721,27,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA","G",4048,"G",45546,"G",218394,406,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA","G",783,"G",8726,"G",43219,141,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA","H",49,"H",471,"G",1986,6,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA","G",10656,"G",130337,"G",579559,690,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA","G",102,"G",1100,"H",5557,21,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA","G",1688,"G",18847,"G",80381,199,"FLORENCE","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","J",68,"J",1353,"J",4726,6,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA","G",72,"G",785,"G",4380,33,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA","H",3027,"H",32497,"H",148473,238,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA","J",19,"J",76,"J",455,8,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA","G",121,"G",697,"G",3275,18,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA","H",87,"G",634,"H",2400,21,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA","G",966,"H",9872,"H",46744,120,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA","J",49,"J",414,"J",2712,8,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA","H",3555,"G",38342,"G",169657,303,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA","G",1980,"G",18974,"G",87099,226,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA","H",49,"G",490,"G",2218,10,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA","G",289,"G",3008,"G",12103,39,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA","G",70,"G",444,"G",2176,20,"WALES","MA","HAMPDEN"
"01082","WARE, MA","G",2018,"H",24010,"H",95120,162,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA","G",156,"G",1379,"G",6205,31,"WARREN","MA","WORCESTER"
"01085","WESTFIELD, MA","G",13197,"G",161364,"G",713500,834,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA","H",711,"H",4987,"H",28090,13,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA","H",334,"G",3246,"G",15231,27,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA","G",14283,"G",153320,"G",674491,923,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA","H",111,"G",1434,"G",7058,17,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA","J",73,"J",521,"J",2858,16,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA","J",1147,"J",15454,"J",34478,34,"WHATELY","MA","FRANKLIN"
"01095","WILBRAHAM, MA","G",3543,"G",33730,"G",153375,296,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA","H",214,"H",1521,"G",7911,48,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA","J",94,"H",837,"H",4123,19,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA","H",137,"G",1083,"G",4931,11,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","H",3157,"H",53690,"H",231306,14,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA","G",5918,"H",68896,"H",315270,393,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA","H",15405,"H",231136,"H",1034846,502,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA","G",5299,"H",57766,"H",247268,249,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA","H",3397,"H",32458,"H",149191,278,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA","G",2539,"G",43228,"G",201660,138,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA","G",1976,"G",15728,"G",72388,248,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA","H",6799,"H",49941,"H",213903,312,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","J",3227,"J",153144,"J",463697,8,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA","H",645,"G",19095,"G",60943,42,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","J",68,"J",3381,"J",13659,3,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA","G",1261,"G",11354,"G",47832,134,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA","H",3451,"H",27122,"H",121541,149,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA","G",899,"G",6309,"G",26068,52,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA","H",1653,"H",11664,"G",49418,137,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA","J",22,"H",96,"H",807,4,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA","J",990,"H",26296,"H",102085,48,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA","H",2213,"H",38662,"H",128432,130,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","J",7793,"J",96125,"J",436442,8,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA","G",21955,"G",298469,"G",1282347,1248,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA","H",240,"H",3846,"H",15560,21,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA","G",1358,"G",14358,"G",63545,154,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA","G",32,"H",323,"H",1591,17,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA","G",171,"H",1455,"H",9941,42,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA","H",23,"G",253,"G",1076,3,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA","H",443,"H",4802,"H",23849,54,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA","G",1088,"H",19322,"H",67916,116,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA","J",20,"J",131,"H",949,6,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","J",18,"H",86,"H",852,5,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA","G",4251,"G",47460,"G",210380,397,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA","J",134,"H",1097,"G",7312,45,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA","H",398,"H",3320,"H",15671,48,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA","G",1126,"G",8595,"G",36190,92,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA","G",2544,"G",24964,"G",112247,241,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA","G",2930,"G",28071,"G",138799,248,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA","H",114,"H",943,"H",4635,15,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA","H",28,"J",260,"J",1120,6,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","J",74,"J",769,"J",3487,4,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA","J",92,"J",703,"J",3996,20,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA","G",3736,"G",33982,"G",146913,326,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA","J",6,"J",48,"J",369,5,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","G",147,"G",1054,"G",4447,27,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA","H",39,"G",361,"G",2085,20,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA","H",119,"J",1236,"H",6636,26,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA","J",28,"H",250,"G",1110,10,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA","G",1074,"H",13584,"H",59059,121,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA","G",554,"G",3442,"G",10947,36,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","J",100,"H",1047,"G",5762,26,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA","H",317,"H",4810,"H",20252,12,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA","G",812,"G",8308,"G",44343,81,"STOCKBRIDGE","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA","G",139,"H",1443,"H",7473,43,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA","H",2916,"G",44064,"G",219000,199,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA","H",44,"H",414,"H",1841,15,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA","G",7701,"G",76288,"G",340579,521,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA","H",176,"H",2268,"H",7484,14,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA","H",82,"G",578,"H",2944,27,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA","G",3093,"G",28386,"G",114311,221,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA","G",365,"G",2809,"G",14464,49,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA","H",73,"H",620,"H",2364,12,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA","J",348,"J",2442,"J",12804,28,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA","G",135,"H",1406,"G",5661,20,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA","G",106,"G",1018,"G",5166,24,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA","H",845,"H",10538,"H",45867,30,"DEERFIELD","MA","FRANKLIN"
"01344","ERVING, MA","H",299,"H",3314,"H",14225,21,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA","J",13,"J",72,"J",471,7,"HEATH","MA","FRANKLIN"
"01349","MILLERS FALLS, MA","J",24,"J",151,"J",869,10,"MILLERS FALLS","MA","FRANKLIN"
"01351","MONTAGUE, MA","G",106,"G",631,"G",3825,30,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA","H",273,"H",1723,"H",9070,17,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","H",84,"G",583,"G",2957,16,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA","H",701,"G",8612,"H",38898,41,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA","G",1019,"G",9568,"G",43843,134,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA","H",177,"H",863,"H",4496,31,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA","H",74,"H",2004,"H",7326,7,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","H",23,"J",176,"J",809,6,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA","G",547,"G",4367,"G",20668,124,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA","H",3020,"G",34382,"G",153667,147,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA","H",556,"J",11508,"H",51373,51,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA","G",1593,"G",18164,"G",73096,98,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","G",2,"G",2,"H",167,5,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA","J",27,"G",167,"G",762,13,"WENDELL","MA","FRANKLIN"
"01420","FITCHBURG, MA","G",8898,"G",95127,"G",439327,729,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA","H",538,"H",5076,"H",27873,94,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA","G",180,"G",1652,"G",9252,56,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA","G",4053,"G",63774,"G",274300,227,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA","G",3889,"H",77598,"G",296509,76,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","H",443,"J",6518,"J",27893,25,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","J",184,"H",2105,"H",11792,17,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA","G",6537,"G",73265,"G",329460,410,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","J",700,"J",10329,"J",48895,4,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA","G",1644,"G",19009,"G",92462,208,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA","H",662,"G",8491,"G",42008,133,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA","J",287,"H",3346,"H",14968,56,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA","G",17786,"G",187400,"G",810918,1167,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA","H",8053,"H",184054,"H",721352,312,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA","G",1874,"G",21892,"G",106170,224,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA","G",1121,"G",12239,"G",66246,211,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA","G",1369,"G",17738,"G",83503,130,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","J",24,"J",223,"J",1223,5,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA","G",255,"G",2851,"G",13732,57,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA","G",1325,"H",12383,"H",53323,127,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","J",360,"J",6508,"J",22077,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA","H",146,"H",1013,"H",4688,7,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA","G",1412,"G",15842,"G",74971,189,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA","J",89,"G",990,"G",5204,27,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA","G",1030,"H",9180,"H",41863,137,"WINCHENDON","MA","WORCESTER"
"01501","AUBURN, MA","G",11205,"G",144421,"G",636860,626,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA","G",534,"G",4973,"G",25957,100,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA","G",691,"G",7707,"G",36392,141,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA","G",999,"G",13642,"G",64883,123,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA","G",203,"G",1441,"G",7019,48,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA","G",2667,"G",33945,"G",153534,252,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA","H",240,"G",1502,"G",7812,25,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA","G",8,"J",123,"J",885,4,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA","G",3421,"G",42324,"G",239290,250,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA","G",324,"H",3306,"H",15732,44,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA","G",722,"G",7271,"G",38680,126,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA","H",743,"G",10938,"G",46589,72,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","J",1295,"J",15253,"J",66254,106,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA","G",2902,"G",33292,"G",148798,280,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA","G",61,"G",449,"G",2445,25,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","G",138,"G",1193,"G",7064,43,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA","G",1839,"G",21706,"G",106986,144,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA","H",1160,"H",9703,"H",44623,118,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA","J",131,"H",1111,"H",5508,16,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA","J",45,"G",343,"G",1627,11,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA","G",3688,"G",38349,"G",171799,308,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA","H",145,"H",1599,"H",7784,35,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA","H",31,"J",370,"H",2199,19,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA","G",7811,"G",115066,"G",487547,517,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA","G",785,"G",10400,"G",43632,84,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA","H",814,"H",9141,"H",38229,83,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA","H",2089,"H",29073,"H",120215,173,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA","H",870,"H",10932,"H",49206,71,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","J",86,"J",716,"H",3133,11,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA","H",4387,"J",110206,"H",331727,226,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA","H",973,"H",5321,"H",24308,69,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA","J",437,"J",6843,"J",27757,37,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA","H",1066,"H",11162,"H",51443,126,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA","G",13252,"G",162122,"G",719251,824,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA","G",4515,"G",56086,"G",245605,307,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA","H",368,"H",3964,"H",18989,72,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA","J",314,"H",3121,"H",14240,17,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA","G",2520,"G",30503,"H",140491,215,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA","G",2125,"G",27129,"G",132585,195,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA","G",3190,"G",28832,"G",131298,236,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA","G",641,"G",6138,"G",31825,182,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA","G",3438,"G",40764,"G",201427,280,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA","H",6716,"H",87745,"H",331824,362,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA","H",2424,"H",27459,"H",122842,173,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA","G",29100,"H",590358,"H",2329912,934,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA","H",4298,"G",42909,"G",185884,248,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA","G",691,"G",6434,"G",31045,80,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA","G",2873,"G",30408,"G",138036,249,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA","G",2393,"G",25342,"H",123313,194,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA","H",671,"H",9324,"J",37608,13,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA","G",2386,"G",23189,"G",104068,304,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA","G",6309,"G",59983,"G",252590,402,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA","G",8663,"G",95753,"G",424697,744,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA","H",23307,"H",407548,"H",1643397,604,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA","G",8179,"G",106696,"G",457918,434,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA","H",3467,"H",34543,"H",165427,148,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA","G",12230,"G",224520,"G",898320,519,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA","H",9440,"H",97079,"H",416531,494,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA","G",8274,"G",87803,"G",374567,377,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA","H",268,"H",2408,"H",11401,32,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA","J",865,"H",6283,"H",30440,80,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA","G",213,"H",3631,"H",13090,24,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA","G",879,"G",16198,"H",53044,11,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","J",1925,"J",100352,"J",245796,4,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA","G",87,"H",1145,"H",4586,11,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA","G",22921,"G",549435,"H",2642905,1175,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA","G",11912,"G",222329,"G",949605,906,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA","J",53,"H",464,"G",1307,5,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA","J",18,"J",100,"J",546,4,"FRAMINGHAM","MA","MIDDLESEX"
"01718","ACTON, MA","G",1,"J",8,"J",164,3,"ACTON","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA","G",3859,"H",145592,"G",581417,140,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA","G",9555,"G",222879,"G",841312,700,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA","G",4448,"G",48308,"G",225029,422,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA","G",22270,"G",718037,"G",2588650,542,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA","J",203,"H",4966,"H",20242,22,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA","G",876,"H",14465,"H",61936,124,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA","G",556,"G",9307,"G",41636,114,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA","G",9921,"G",183114,"G",851617,781,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA","H",292,"G",2558,"G",11580,12,"FAYVILLE","MA","WORCESTER"
"01746","HOLLISTON, MA","G",5524,"H",98063,"G",455824,391,"HOLLISTON","MA","MIDDLESEX"
"01747","HOPEDALE, MA","H",1950,"H",27308,"H",133864,151,"HOPEDALE","MA","WORCESTER"
"01748","HOPKINTON, MA","H",13661,"J",513287,"J",1945415,460,"HOPKINTON","MA","MIDDLESEX"
