"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"04101","PORTLAND, ME","G",29526,"G",413892,"G",1711137,2006,"PORTLAND","ME","CUMBERLAND"
"04102","PORTLAND, ME","H",21383,"J",362356,"H",1298312,639,"PORTLAND","ME","CUMBERLAND"
"04103","PORTLAND, ME","G",15188,"G",158762,"G",647157,1067,"PORTLAND","ME","CUMBERLAND"
"04104","PORTLAND, ME","J",1267,"H",29090,"H",96460,52,"PORTLAND","ME","CUMBERLAND"
"04105","FALMOUTH, ME","G",5531,"G",63721,"G",271478,515,"FALMOUTH","ME","CUMBERLAND"
"04106","SOUTH PORTLAND, ME","G",24602,"G",353893,"G",1345145,1216,"SOUTH PORTLAND","ME","CUMBERLAND"
"04107","CAPE ELIZABETH, ME","G",851,"G",7669,"G",37225,182,"CAPE ELIZABETH","ME","CUMBERLAND"
"04108","PEAKS ISLAND, ME","G",123,"G",915,"G",5935,34,"PEAKS ISLAND","ME","CUMBERLAND"
"04109","PORTLAND, ME","J",35,"J",221,"G",1440,7,"PORTLAND","ME","CUMBERLAND"
"04110","CUMBERLAND FORESIDE, ME","H",868,"H",12199,"H",50476,37,"CUMBERLAND FORESIDE","ME","CUMBERLAND"
"04112","PORTLAND, ME","H",1212,"G",26107,"G",94918,43,"PORTLAND","ME","CUMBERLAND"
"04116","SOUTH PORTLAND, ME","H",30,"H",605,"H",2094,7,"SOUTH PORTLAND","ME","CUMBERLAND"
"04122","PORTLAND, ME","J",126,"J",1100,"J",4260,5,"PORTLAND","ME","CUMBERLAND"
"04210","AUBURN, ME","G",15271,"G",140035,"G",591243,838,"AUBURN","ME","ANDROSCOGGIN"
"04211","AUBURN, ME","J",195,"J",2287,"J",10012,8,"AUBURN","ME","ANDROSCOGGIN"
"04212","AUBURN, ME","G",360,"G",4605,"G",20064,14,"AUBURN","ME","ANDROSCOGGIN"
"04216","ANDOVER, ME","J",78,"G",721,"H",2872,19,"ANDOVER","ME","OXFORD"
"04217","BETHEL, ME","H",1100,"H",8920,"H",36580,149,"BETHEL","ME","OXFORD"
"04219","BRYANT POND, ME","G",35,"G",200,"G",970,14,"BRYANT POND","ME","OXFORD"
"04220","BUCKFIELD, ME","G",251,"H",3011,"G",9878,36,"BUCKFIELD","ME","OXFORD"
"04221","CANTON, ME","H",174,"J",953,"J",4205,12,"CANTON","ME","OXFORD"
"04222","DURHAM, ME","H",199,"G",1544,"G",6857,72,"DURHAM","ME","ANDROSCOGGIN"
"04224","DIXFIELD, ME","H",516,"J",5438,"H",22381,34,"DIXFIELD","ME","OXFORD"
"04230","EAST POLAND, ME","J",7,"G",34,"H",123,3,"EAST POLAND","ME","ANDROSCOGGIN"
"04231","STONEHAM, ME","J",20,"H",131,"G",459,6,"STONEHAM","ME","OXFORD"
"04234","EAST WILTON, ME","J",39,"H",393,"H",2197,11,"EAST WILTON","ME","FRANKLIN"
"04236","GREENE, ME","G",347,"G",2202,"G",9237,83,"GREENE","ME","ANDROSCOGGIN"
"04237","HANOVER, ME","H",20,"J",133,"J",549,5,"HANOVER","ME","OXFORD"
"04238","HEBRON, ME","H",174,"H",1552,"H",6874,25,"HEBRON","ME","OXFORD"
"04239","JAY, ME","H",1129,"J",17123,"J",65642,82,"JAY","ME","FRANKLIN"
"04240","LEWISTON, ME","G",19728,"G",228721,"G",918756,982,"LEWISTON","ME","ANDROSCOGGIN"
"04241","LEWISTON, ME","G",527,"G",6667,"G",28139,22,"LEWISTON","ME","ANDROSCOGGIN"
"04243","LEWISTON, ME","J",2164,"J",32757,"J",127042,26,"LEWISTON","ME","ANDROSCOGGIN"
"04250","LISBON, ME","H",854,"H",7555,"H",31340,68,"LISBON","ME","ANDROSCOGGIN"
"04252","LISBON FALLS, ME","G",509,"G",3811,"G",17013,96,"LISBON FALLS","ME","ANDROSCOGGIN"
"04253","LIVERMORE, ME","G",184,"H",1650,"H",7341,34,"LIVERMORE","ME","ANDROSCOGGIN"
"04254","LIVERMORE FALLS, ME","G",611,"G",4911,"G",20295,60,"LIVERMORE FALLS","ME","ANDROSCOGGIN"
"04255","GREENWOOD, ME","J",125,"H",768,"H",2397,12,"GREENWOOD","ME","OXFORD"
"04256","MECHANIC FALLS, ME","G",541,"G",4478,"G",18484,56,"MECHANIC FALLS","ME","ANDROSCOGGIN"
"04257","MEXICO, ME","H",637,"H",4522,"H",20314,63,"MEXICO","ME","OXFORD"
"04258","MINOT, ME","J",200,"G",1822,"G",9241,55,"MINOT","ME","ANDROSCOGGIN"
"04259","MONMOUTH, ME","H",225,"H",1801,"G",8848,59,"MONMOUTH","ME","KENNEBEC"
"04260","NEW GLOUCESTER, ME","G",826,"G",8140,"G",33688,142,"NEW GLOUCESTER","ME","CUMBERLAND"
"04261","NEWRY, ME","J",1134,"J",6554,"J",18579,27,"NEWRY","ME","OXFORD"
"04263","LEEDS, ME","H",278,"G",1776,"G",6960,36,"LEEDS","ME","ANDROSCOGGIN"
"04265","NORTH MONMOUTH, ME","J",298,"J",3122,"J",13474,16,"NORTH MONMOUTH","ME","KENNEBEC"
"04266","NORTH TURNER, ME","J",36,"H",406,"H",1716,5,"NORTH TURNER","ME","ANDROSCOGGIN"
"04268","NORWAY, ME","G",1994,"H",20590,"H",87069,157,"NORWAY","ME","OXFORD"
"04270","OXFORD, ME","G",1842,"G",15134,"G",63247,144,"OXFORD","ME","OXFORD"
"04271","PARIS, ME","G",7,"J",64,"J",330,5,"PARIS","ME","OXFORD"
"04274","POLAND, ME","G",1100,"H",14123,"G",51945,102,"POLAND","ME","ANDROSCOGGIN"
"04275","ROXBURY, ME","G",10,"G",42,"G",222,5,"ROXBURY","ME","OXFORD"
"04276","RUMFORD, ME","H",2181,"J",29161,"H",120577,133,"RUMFORD","ME","OXFORD"
"04280","SABATTUS, ME","G",769,"G",5066,"G",23566,104,"SABATTUS","ME","ANDROSCOGGIN"
"04281","SOUTH PARIS, ME","G",1711,"G",18328,"G",74333,148,"SOUTH PARIS","ME","OXFORD"
"04282","TURNER, ME","G",759,"G",6379,"G",30047,134,"TURNER","ME","ANDROSCOGGIN"
"04284","WAYNE, ME","G",79,"H",550,"G",3745,24,"WAYNE","ME","KENNEBEC"
"04285","WELD, ME","J",12,"H",95,"H",946,8,"WELD","ME","FRANKLIN"
"04287","BOWDOIN, ME","G",214,"H",2174,"H",9814,44,"BOWDOIN","ME","SAGADAHOC"
"04289","WEST PARIS, ME","G",142,"H",935,"H",4215,30,"WEST PARIS","ME","OXFORD"
"04290","PERU, ME","G",74,"H",741,"H",2702,16,"PERU","ME","OXFORD"
"04292","SUMNER, ME","J",40,"H",485,"H",2158,8,"SUMNER","ME","OXFORD"
"04294","WILTON, ME","G",1142,"G",7780,"G",33347,82,"WILTON","ME","FRANKLIN"
"04330","AUGUSTA, ME","G",19897,"G",218774,"G",931480,1000,"AUGUSTA","ME","KENNEBEC"
"04332","AUGUSTA, ME","H",584,"H",8409,"H",37030,25,"AUGUSTA","ME","KENNEBEC"
"04333","AUGUSTA, ME","J",89,"J",1031,"J",4262,14,"AUGUSTA","ME","KENNEBEC"
"04336","AUGUSTA, ME","J",93,"J",3124,"J",9650,4,"AUGUSTA","ME","KENNEBEC"
"04338","AUGUSTA, ME","J",366,"J",4614,"J",18772,5,"AUGUSTA","ME","KENNEBEC"
"04341","COOPERS MILLS, ME","J",78,"J",590,"J",2597,3,"COOPERS MILLS","ME","LINCOLN"
"04342","DRESDEN, ME","H",52,"H",301,"G",1297,23,"DRESDEN","ME","LINCOLN"
"04343","EAST WINTHROP, ME","H",22,"J",116,"J",602,3,"EAST WINTHROP","ME","KENNEBEC"
"04344","FARMINGDALE, ME","G",883,"G",6105,"G",24444,86,"FARMINGDALE","ME","KENNEBEC"
"04345","GARDINER, ME","H",3450,"H",36276,"H",149368,215,"GARDINER","ME","KENNEBEC"
"04346","RANDOLPH, ME","H",220,"H",1910,"H",8738,31,"RANDOLPH","ME","KENNEBEC"
"04347","HALLOWELL, ME","H",990,"G",8740,"G",38006,128,"HALLOWELL","ME","KENNEBEC"
"04348","JEFFERSON, ME","H",272,"H",2833,"H",11209,50,"JEFFERSON","ME","LINCOLN"
"04349","KENTS HILL, ME","J",186,"H",2024,"H",9230,22,"KENTS HILL","ME","KENNEBEC"
"04350","LITCHFIELD, ME","G",265,"G",1320,"G",6429,49,"LITCHFIELD","ME","KENNEBEC"
"04351","MANCHESTER, ME","G",427,"G",4019,"G",17495,79,"MANCHESTER","ME","KENNEBEC"
"04352","MOUNT VERNON, ME","G",111,"H",820,"H",4813,28,"MOUNT VERNON","ME","KENNEBEC"
"04353","WHITEFIELD, ME","H",212,"H",1458,"H",6185,33,"WHITEFIELD","ME","LINCOLN"
"04354","PALERMO, ME","H",67,"H",585,"H",2584,21,"PALERMO","ME","WALDO"
"04355","READFIELD, ME","J",169,"G",1472,"H",6800,41,"READFIELD","ME","KENNEBEC"
"04357","RICHMOND, ME","G",529,"H",4688,"G",19270,62,"RICHMOND","ME","SAGADAHOC"
"04358","SOUTH CHINA, ME","G",591,"H",4519,"H",18674,79,"SOUTH CHINA","ME","KENNEBEC"
"04359","SOUTH GARDINER, ME","H",60,"J",566,"J",2280,6,"SOUTH GARDINER","ME","KENNEBEC"
"04360","VIENNA, ME","G",32,"H",199,"H",1083,13,"VIENNA","ME","KENNEBEC"
"04363","WINDSOR, ME","H",191,"G",1472,"G",6673,24,"WINDSOR","ME","KENNEBEC"
"04364","WINTHROP, ME","H",1892,"H",15819,"H",65939,165,"WINTHROP","ME","KENNEBEC"
"04401","BANGOR, ME","G",33822,"G",372492,"G",1539048,1794,"BANGOR","ME","PENOBSCOT"
"04402","BANGOR, ME","H",1594,"H",22960,"H",89330,50,"BANGOR","ME","PENOBSCOT"
"04406","ABBOT, ME","J",30,"H",195,"H",1066,13,"ABBOT","ME","PISCATAQUIS"
"04408","AURORA, ME","J",12,"J",147,"J",790,3,"AURORA","ME","HANCOCK"
"04410","BRADFORD, ME","H",82,"H",619,"H",2679,11,"BRADFORD","ME","PENOBSCOT"
"04411","BRADLEY, ME","J",73,"G",483,"G",2695,30,"BRADLEY","ME","PENOBSCOT"
"04412","BREWER, ME","G",6108,"G",59832,"G",265990,373,"BREWER","ME","PENOBSCOT"
"04413","BROOKTON, ME","J",10,"J",97,"J",480,3,"BROOKTON","ME","WASHINGTON"
"04414","BROWNVILLE, ME","H",90,"G",594,"G",2337,21,"BROWNVILLE","ME","PISCATAQUIS"
"04415","BROWNVILLE JUNCTION, ME","G",13,"H",106,"J",494,3,"BROWNVILLE JUNCTION","ME","PISCATAQUIS"
"04416","BUCKSPORT, ME","H",727,"G",6017,"G",27165,120,"BUCKSPORT","ME","HANCOCK"
"04417","BURLINGTON, ME","J",5,"J",12,"J",55,4,"BURLINGTON","ME","PENOBSCOT"
"04418","GREENBUSH, ME","G",113,"H",941,"G",4115,23,"GREENBUSH","ME","PENOBSCOT"
"04419","CARMEL, ME","G",152,"G",1062,"G",5662,47,"CARMEL","ME","PENOBSCOT"
"04420","CASTINE, ME","J",90,"J",737,"J",2827,6,"CASTINE","ME","HANCOCK"
"04421","CASTINE, ME","H",166,"H",866,"H",4102,33,"CASTINE","ME","HANCOCK"
"04422","CHARLESTON, ME","H",150,"H",1045,"G",5201,20,"CHARLESTON","ME","PENOBSCOT"
"04424","DANFORTH, ME","J",167,"H",1248,"H",5051,32,"DANFORTH","ME","WASHINGTON"
"04426","DOVER FOXCROFT, ME","G",2114,"G",18570,"G",80273,158,"DOVER FOXCROFT","ME","PISCATAQUIS"
"04427","CORINTH, ME","G",318,"G",1812,"G",7625,47,"CORINTH","ME","PENOBSCOT"
"04428","EDDINGTON, ME","G",260,"G",2079,"G",9411,49,"EDDINGTON","ME","PENOBSCOT"
"04429","HOLDEN, ME","G",643,"G",5371,"G",24791,105,"HOLDEN","ME","PENOBSCOT"
"04430","EAST MILLINOCKET, ME","G",446,"H",5103,"H",20373,22,"EAST MILLINOCKET","ME","PENOBSCOT"
"04431","EAST ORLAND, ME","J",13,"J",109,"J",429,3,"EAST ORLAND","ME","HANCOCK"
"04434","ETNA, ME","G",109,"G",823,"G",4718,16,"ETNA","ME","PENOBSCOT"
"04435","EXETER, ME","H",23,"G",151,"G",600,8,"EXETER","ME","PENOBSCOT"
"04438","FRANKFORT, ME","H",64,"H",449,"G",1848,21,"FRANKFORT","ME","WALDO"
"04441","GREENVILLE, ME","H",517,"H",4318,"H",19786,88,"GREENVILLE","ME","PISCATAQUIS"
"04442","GREENVILLE JUNCTION, ME","G",84,"H",786,"H",3100,16,"GREENVILLE JUNCTION","ME","PISCATAQUIS"
"04443","GUILFORD, ME","H",1015,"H",8045,"H",34533,48,"GUILFORD","ME","PISCATAQUIS"
"04444","HAMPDEN, ME","G",2003,"G",21474,"G",91295,219,"HAMPDEN","ME","PENOBSCOT"
"04448","HOWLAND, ME","H",146,"H",841,"H",3751,21,"HOWLAND","ME","PENOBSCOT"
"04449","HUDSON, ME","H",72,"G",412,"H",2103,13,"HUDSON","ME","PENOBSCOT"
"04450","KENDUSKEAG, ME","H",66,"H",516,"G",2659,14,"KENDUSKEAG","ME","PENOBSCOT"
"04451","KINGMAN, ME","H",45,"H",430,"H",1634,4,"KINGMAN","ME","PENOBSCOT"
"04453","LAGRANGE, ME","G",14,"H",65,"H",293,7,"LAGRANGE","ME","PENOBSCOT"
"04455","LEE, ME","G",120,"G",1054,"G",4557,18,"LEE","ME","PENOBSCOT"
"04456","LEVANT, ME","G",160,"G",1217,"G",5566,40,"LEVANT","ME","PENOBSCOT"
"04457","LINCOLN, ME","G",2083,"G",18457,"G",76502,202,"LINCOLN","ME","PENOBSCOT"
"04459","MATTAWAMKEAG, ME","H",31,"G",171,"G",615,8,"MATTAWAMKEAG","ME","PENOBSCOT"
"04460","MEDWAY, ME","J",149,"H",1252,"H",4864,24,"MEDWAY","ME","PENOBSCOT"
"04461","MILFORD, ME","H",270,"G",2648,"G",11773,41,"MILFORD","ME","PENOBSCOT"
"04462","MILLINOCKET, ME","G",1001,"G",7157,"G",29670,120,"MILLINOCKET","ME","PENOBSCOT"
"04463","MILO, ME","H",454,"H",3896,"H",16137,49,"MILO","ME","PISCATAQUIS"
"04464","MONSON, ME","G",59,"G",214,"G",1005,15,"MONSON","ME","PISCATAQUIS"
"04468","OLD TOWN, ME","G",2051,"G",15540,"G",65994,163,"OLD TOWN","ME","PENOBSCOT"
"04469","ORONO, ME","H",148,"G",1722,"G",7398,12,"ORONO","ME","PENOBSCOT"
"04471","ORIENT, ME","H",34,"H",301,"H",1119,6,"ORIENT","ME","AROOSTOOK"
"04472","ORLAND, ME","J",257,"J",1768,"H",7850,38,"ORLAND","ME","HANCOCK"
"04473","ORONO, ME","G",1455,"G",10079,"G",43465,129,"ORONO","ME","PENOBSCOT"
"04474","ORRINGTON, ME","G",334,"G",2980,"G",13379,71,"ORRINGTON","ME","PENOBSCOT"
"04475","PASSADUMKEAG, ME","J",13,"J",111,"J",439,5,"PASSADUMKEAG","ME","PENOBSCOT"
"04476","PENOBSCOT, ME","J",71,"H",482,"H",2064,24,"PENOBSCOT","ME","HANCOCK"
"04478","ROCKWOOD, ME","H",104,"G",667,"G",2541,19,"ROCKWOOD","ME","SOMERSET"
"04479","SANGERVILLE, ME","G",183,"G",1467,"G",7238,16,"SANGERVILLE","ME","PISCATAQUIS"
"04481","SEBEC, ME","J",124,"H",692,"H",2791,13,"SEBEC","ME","PISCATAQUIS"
"04485","SHIRLEY MILLS, ME","J",13,"J",65,"J",315,5,"SHIRLEY MILLS","ME","PISCATAQUIS"
"04487","SPRINGFIELD, ME","J",23,"H",147,"H",612,12,"SPRINGFIELD","ME","PENOBSCOT"
"04488","STETSON, ME","J",55,"J",503,"H",2382,17,"STETSON","ME","PENOBSCOT"
"04489","STILLWATER, ME","J",308,"J",5292,"J",32046,7,"STILLWATER","ME","PENOBSCOT"
"04490","TOPSFIELD, ME","J",4,"J",53,"J",225,3,"TOPSFIELD","ME","WASHINGTON"
"04493","WEST ENFIELD, ME","J",132,"H",1266,"H",5231,32,"WEST ENFIELD","ME","PENOBSCOT"
"04495","WINN, ME","J",58,"J",532,"J",2475,6,"WINN","ME","PENOBSCOT"
"04496","WINTERPORT, ME","G",361,"H",3103,"H",15889,62,"WINTERPORT","ME","WALDO"
"04497","WYTOPITLOCK, ME","G",3,"J",19,"J",113,3,"WYTOPITLOCK","ME","AROOSTOOK"
"04530","BATH, ME","H",8697,"J",109853,"J",452410,351,"BATH","ME","SAGADAHOC"
"04535","ALNA, ME","J",38,"G",240,"G",1055,14,"ALNA","ME","LINCOLN"
"04537","BOOTHBAY, ME","G",531,"G",4975,"G",23383,101,"BOOTHBAY","ME","LINCOLN"
"04538","BOOTHBAY HARBOR, ME","G",1119,"H",9804,"G",52129,192,"BOOTHBAY HARBOR","ME","LINCOLN"
"04539","BRISTOL, ME","G",127,"G",1042,"G",5033,42,"BRISTOL","ME","LINCOLN"
"04543","DAMARISCOTTA, ME","H",2490,"H",24166,"H",96690,200,"DAMARISCOTTA","ME","LINCOLN"
"04544","EAST BOOTHBAY, ME","J",238,"J",2695,"J",13477,41,"EAST BOOTHBAY","ME","LINCOLN"
"04547","FRIENDSHIP, ME","J",141,"H",1043,"H",4655,53,"FRIENDSHIP","ME","KNOX"
"04548","GEORGETOWN, ME","G",135,"G",1223,"G",6386,38,"GEORGETOWN","ME","SAGADAHOC"
"04551","BREMEN, ME","G",110,"G",842,"G",3544,23,"BREMEN","ME","LINCOLN"
"04553","NEWCASTLE, ME","H",846,"H",7787,"H",32319,88,"NEWCASTLE","ME","LINCOLN"
"04554","NEW HARBOR, ME","H",117,"G",966,"G",5847,44,"NEW HARBOR","ME","LINCOLN"
"04555","NOBLEBORO, ME","H",275,"H",2566,"H",11724,60,"NOBLEBORO","ME","LINCOLN"
"04556","EDGECOMB, ME","H",195,"G",1885,"G",7882,52,"EDGECOMB","ME","LINCOLN"
"04558","PEMAQUID, ME","J",42,"H",298,"H",1388,13,"PEMAQUID","ME","LINCOLN"
"04562","PHIPPSBURG, ME","J",119,"J",1021,"H",6871,47,"PHIPPSBURG","ME","SAGADAHOC"
"04563","CUSHING, ME","H",83,"G",606,"G",3055,30,"CUSHING","ME","KNOX"
"04564","ROUND POND, ME","H",146,"H",1495,"H",6775,25,"ROUND POND","ME","LINCOLN"
"04565","SEBASCO ESTATES, ME","J",7,"J",68,"J",506,3,"SEBASCO ESTATES","ME","SAGADAHOC"
"04568","SOUTH BRISTOL, ME","J",48,"G",452,"G",2394,17,"SOUTH BRISTOL","ME","LINCOLN"
"04571","TREVETT, ME","J",37,"J",235,"J",1106,8,"TREVETT","ME","LINCOLN"
"04572","WALDOBORO, ME","G",775,"G",6261,"G",26571,145,"WALDOBORO","ME","LINCOLN"
"04573","WALPOLE, ME","J",35,"J",307,"J",1514,19,"WALPOLE","ME","LINCOLN"
"04574","WASHINGTON, ME","H",99,"H",838,"H",4322,29,"WASHINGTON","ME","KNOX"
"04575","WEST BOOTHBAY HARBOR, ME","J",11,"J",125,"J",1029,5,"WEST BOOTHBAY HARBOR","ME","LINCOLN"
"04576","SOUTHPORT, ME","J",85,"J",730,"H",5064,29,"SOUTHPORT","ME","LINCOLN"
"04578","WISCASSET, ME","G",1013,"G",8804,"G",37717,146,"WISCASSET","ME","LINCOLN"
"04579","WOOLWICH, ME","G",548,"H",6255,"G",26760,73,"WOOLWICH","ME","SAGADAHOC"
"04605","ELLSWORTH, ME","G",6715,"G",61080,"G",258241,622,"ELLSWORTH","ME","HANCOCK"
"04606","ADDISON, ME","H",85,"H",469,"H",2003,26,"ADDISON","ME","WASHINGTON"
"04607","GOULDSBORO, ME","J",94,"H",897,"H",4580,34,"GOULDSBORO","ME","HANCOCK"
"04609","BAR HARBOR, ME","H",4065,"H",49059,"H",237206,378,"BAR HARBOR","ME","HANCOCK"
"04611","BEALS, ME","H",89,"G",723,"G",4029,19,"BEALS","ME","WASHINGTON"
"04612","BERNARD, ME","J",40,"H",360,"H",3114,19,"BERNARD","ME","HANCOCK"
"04613","BIRCH HARBOR, ME","J",42,"J",161,"J",1269,13,"BIRCH HARBOR","ME","HANCOCK"
"04614","BLUE HILL, ME","H",1221,"H",10788,"H",47727,141,"BLUE HILL","ME","HANCOCK"
"04616","BROOKLIN, ME","G",214,"G",1910,"G",8406,31,"BROOKLIN","ME","HANCOCK"
"04617","BROOKSVILLE, ME","H",87,"H",856,"G",4891,32,"BROOKSVILLE","ME","HANCOCK"
"04619","CALAIS, ME","G",1441,"G",12381,"G",50046,119,"CALAIS","ME","WASHINGTON"
"04622","CHERRYFIELD, ME","G",203,"H",1774,"G",8860,28,"CHERRYFIELD","ME","WASHINGTON"
"04623","COLUMBIA FALLS, ME","G",235,"G",2029,"G",8521,26,"COLUMBIA FALLS","ME","WASHINGTON"
"04624","COREA, ME","J",8,"J",52,"H",571,7,"COREA","ME","HANCOCK"
"04625","CRANBERRY ISLES, ME","J",27,"J",226,"J",1006,9,"CRANBERRY ISLES","ME","HANCOCK"
"04626","CUTLER, ME","H",34,"J",171,"J",805,10,"CUTLER","ME","WASHINGTON"
"04627","DEER ISLE, ME","G",282,"G",2304,"G",11308,75,"DEER ISLE","ME","HANCOCK"
"04628","DENNYSVILLE, ME","H",29,"G",245,"G",997,9,"DENNYSVILLE","ME","WASHINGTON"
"04629","EAST BLUE HILL, ME","J",9,"J",64,"J",591,4,"EAST BLUE HILL","ME","HANCOCK"
"04630","EAST MACHIAS, ME","G",250,"H",2402,"G",9427,29,"EAST MACHIAS","ME","WASHINGTON"
"04631","EASTPORT, ME","J",259,"J",2072,"J",9058,40,"EASTPORT","ME","WASHINGTON"
"04634","FRANKLIN, ME","H",125,"G",945,"G",4370,27,"FRANKLIN","ME","HANCOCK"
"04635","FRENCHBORO, ME","G",1,"J",2,"J",57,3,"FRENCHBORO","ME","HANCOCK"
"04640","HANCOCK, ME","H",413,"H",3524,"G",17202,70,"HANCOCK","ME","HANCOCK"
"04642","HARBORSIDE, ME","J",28,"J",272,"J",1417,5,"HARBORSIDE","ME","HANCOCK"
"04643","HARRINGTON, ME","G",131,"H",1037,"H",4463,28,"HARRINGTON","ME","WASHINGTON"
"04644","HULLS COVE, ME","H",45,"J",401,"H",2359,11,"HULLS COVE","ME","HANCOCK"
"04645","ISLE AU HAUT, ME","J",16,"J",41,"G",260,4,"ISLE AU HAUT","ME","KNOX"
"04646","ISLESFORD, ME","J",21,"H",150,"G",1403,19,"ISLESFORD","ME","HANCOCK"
"04648","JONESBORO, ME","J",88,"J",588,"J",2364,11,"JONESBORO","ME","WASHINGTON"
"04649","JONESPORT, ME","G",202,"G",1157,"G",5311,48,"JONESPORT","ME","WASHINGTON"
"04650","LITTLE DEER ISLE, ME","J",7,"H",61,"G",293,5,"LITTLE DEER ISLE","ME","HANCOCK"
"04652","LUBEC, ME","G",141,"G",979,"G",5124,33,"LUBEC","ME","WASHINGTON"
"04653","BASS HARBOR, ME","J",28,"G",222,"G",1622,21,"BASS HARBOR","ME","HANCOCK"
"04654","MACHIAS, ME","G",1749,"H",16589,"H",69488,138,"MACHIAS","ME","WASHINGTON"
"04655","MACHIASPORT, ME","H",244,"H",2018,"G",10151,14,"MACHIASPORT","ME","WASHINGTON"
"04657","MEDDYBEMPS, ME","G",3,"J",9,"J",66,3,"MEDDYBEMPS","ME","WASHINGTON"
"04658","MILBRIDGE, ME","H",442,"H",2868,"H",12749,57,"MILBRIDGE","ME","WASHINGTON"
"04660","MOUNT DESERT, ME","G",194,"G",1766,"G",10052,54,"MOUNT DESERT","ME","HANCOCK"
"04662","NORTHEAST HARBOR, ME","H",273,"H",2371,"H",13104,72,"NORTHEAST HARBOR","ME","HANCOCK"
"04664","SULLIVAN, ME","G",62,"G",437,"G",2308,18,"SULLIVAN","ME","HANCOCK"
"04666","PEMBROKE, ME","G",57,"G",465,"G",2158,26,"PEMBROKE","ME","WASHINGTON"
"04667","PERRY, ME","J",59,"H",463,"H",2052,16,"PERRY","ME","WASHINGTON"
"04668","PRINCETON, ME","G",149,"G",1035,"G",4656,21,"PRINCETON","ME","WASHINGTON"
"04669","PROSPECT HARBOR, ME","J",78,"J",950,"J",3822,10,"PROSPECT HARBOR","ME","HANCOCK"
"04671","ROBBINSTON, ME","J",21,"J",127,"J",530,3,"ROBBINSTON","ME","WASHINGTON"
"04673","SARGENTVILLE, ME","J",14,"J",74,"H",382,3,"SARGENTVILLE","ME","HANCOCK"
"04674","SEAL COVE, ME","G",53,"H",438,"G",2180,20,"SEAL COVE","ME","HANCOCK"
"04675","SEAL HARBOR, ME","G",74,"G",777,"G",5929,24,"SEAL HARBOR","ME","HANCOCK"
"04676","SEDGWICK, ME","G",94,"G",628,"G",3040,30,"SEDGWICK","ME","HANCOCK"
"04677","SORRENTO, ME","H",41,"G",318,"H",2910,7,"SORRENTO","ME","HANCOCK"
"04679","SOUTHWEST HARBOR, ME","G",751,"G",6649,"G",33092,145,"SOUTHWEST HARBOR","ME","HANCOCK"
"04680","STEUBEN, ME","G",159,"G",788,"G",3439,30,"STEUBEN","ME","WASHINGTON"
"04681","STONINGTON, ME","G",393,"G",3123,"G",16868,76,"STONINGTON","ME","HANCOCK"
"04683","SUNSET, ME","H",26,"G",178,"G",844,5,"SUNSET","ME","HANCOCK"
"04684","SURRY, ME","G",90,"H",842,"G",3475,22,"SURRY","ME","HANCOCK"
"04685","SWANS ISLAND, ME","J",30,"G",172,"G",977,16,"SWANS ISLAND","ME","HANCOCK"
"04691","WHITING, ME","J",63,"J",603,"J",2116,9,"WHITING","ME","WASHINGTON"
"04693","WINTER HARBOR, ME","J",119,"H",896,"H",4732,30,"WINTER HARBOR","ME","HANCOCK"
"04694","BAILEYVILLE, ME","G",880,"G",12253,"G",52922,41,"BAILEYVILLE","ME","WASHINGTON"
"04730","HOULTON, ME","G",3493,"H",28919,"G",117680,305,"HOULTON","ME","AROOSTOOK"
"04732","ASHLAND, ME","J",443,"H",4791,"H",18712,49,"ASHLAND","ME","AROOSTOOK"
"04733","BENEDICTA, ME","G",16,"G",139,"G",485,7,"BENEDICTA","ME","AROOSTOOK"
"04734","BLAINE, ME","H",51,"G",421,"G",1805,13,"BLAINE","ME","AROOSTOOK"
"04735","BRIDGEWATER, ME","H",29,"H",208,"H",885,5,"BRIDGEWATER","ME","AROOSTOOK"
"04736","CARIBOU, ME","G",2749,"G",23970,"G",102887,238,"CARIBOU","ME","AROOSTOOK"
"04739","EAGLE LAKE, ME","H",230,"J",2002,"H",8568,32,"EAGLE LAKE","ME","AROOSTOOK"
"04740","EASTON, ME","H",681,"G",10142,"H",33830,19,"EASTON","ME","AROOSTOOK"
"04742","FORT FAIRFIELD, ME","G",368,"G",2968,"G",13251,52,"FORT FAIRFIELD","ME","AROOSTOOK"
"04743","FORT KENT, ME","H",1913,"H",18635,"H",75998,217,"FORT KENT","ME","AROOSTOOK"
"04744","FORT KENT MILLS, ME","G",62,"H",726,"G",2102,6,"FORT KENT MILLS","ME","AROOSTOOK"
"04745","FRENCHVILLE, ME","G",163,"H",900,"G",3890,26,"FRENCHVILLE","ME","AROOSTOOK"
"04747","ISLAND FALLS, ME","G",140,"G",976,"G",4281,33,"ISLAND FALLS","ME","AROOSTOOK"
"04750","LIMESTONE, ME","G",393,"G",2489,"G",11673,30,"LIMESTONE","ME","AROOSTOOK"
"04756","MADAWASKA, ME","H",1501,"H",22423,"H",73221,97,"MADAWASKA","ME","AROOSTOOK"
"04757","MAPLETON, ME","J",183,"H",1626,"H",7093,35,"MAPLETON","ME","AROOSTOOK"
"04758","MARS HILL, ME","G",837,"H",6697,"H",27558,52,"MARS HILL","ME","AROOSTOOK"
