"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01245","MONTEREY, MA","J",117,"J",804,"J",3816,18,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA","G",4121,"G",34627,"G",146789,320,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA","J",4,"J",41,"J",380,6,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA","H",129,"G",977,"G",3869,31,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA","J",75,"G",510,"G",2803,25,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA","J",114,"J",1129,"H",5224,22,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA","H",23,"G",221,"G",1033,8,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA","G",1089,"H",13161,"H",56505,118,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA","H",406,"H",2247,"G",7531,30,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","H",125,"J",1292,"H",5952,26,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA","H",534,"H",5568,"H",21905,11,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA","H",1480,"G",13655,"G",60234,82,"STOCKBRIDGE","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA","G",120,"G",1167,"G",6861,46,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA","H",3414,"G",45415,"G",198938,199,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA","J",30,"G",267,"G",1348,10,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA","G",8351,"G",82114,"G",333010,556,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA","H",218,"H",2766,"H",10415,14,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA","J",110,"G",657,"G",2851,27,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA","H",3231,"H",27179,"H",119766,209,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA","H",454,"H",3068,"G",13923,49,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA","G",104,"G",694,"G",2853,13,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA","J",290,"J",1816,"J",10032,27,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA","G",127,"H",1053,"G",4619,19,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA","G",114,"G",1180,"G",4736,22,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA","H",846,"J",9552,"H",41342,31,"DEERFIELD","MA","FRANKLIN"
"01344","ERVING, MA","G",317,"H",2954,"H",13429,22,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA","J",8,"H",59,"J",274,7,"HEATH","MA","FRANKLIN"
"01349","MILLERS FALLS, MA","J",43,"J",232,"J",765,9,"MILLERS FALLS","MA","FRANKLIN"
"01351","MONTAGUE, MA","G",101,"G",687,"G",3355,31,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA","H",337,"H",2162,"H",9336,19,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","G",101,"G",679,"G",3231,15,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA","H",762,"G",9389,"H",39022,45,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA","G",1155,"G",9736,"G",40596,130,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA","J",54,"H",247,"H",1404,28,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA","G",77,"H",1748,"G",6514,7,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","G",21,"G",112,"H",525,6,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA","G",624,"G",4074,"G",18429,122,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA","G",3075,"H",40568,"G",163656,143,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA","J",690,"J",9137,"H",46468,47,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA","G",1575,"G",17986,"G",78242,103,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","G",6,"H",31,"J",271,5,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA","H",24,"H",97,"G",458,11,"WENDELL","MA","FRANKLIN"
"01420","FITCHBURG, MA","G",11171,"G",106036,"G",434028,748,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA","G",567,"H",5420,"H",22798,87,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA","H",196,"G",1659,"G",7869,58,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA","G",3967,"G",63180,"G",256776,233,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA","G",3530,"H",75380,"H",274745,78,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","J",506,"J",5851,"J",24937,29,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","J",222,"H",2095,"H",11762,20,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA","G",6814,"G",70946,"G",303060,409,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","J",758,"J",12337,"J",58602,10,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA","G",1877,"G",19865,"G",88400,223,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA","H",813,"H",10827,"H",49991,147,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA","H",288,"H",2941,"H",13043,53,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA","G",19113,"G",183684,"G",755693,1155,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA","G",8178,"H",168422,"H",672197,324,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA","G",2107,"G",20415,"G",93464,218,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA","G",1321,"G",11843,"G",53567,217,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA","H",1360,"G",18587,"G",78075,124,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","J",29,"H",219,"H",1056,7,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA","G",300,"G",2831,"G",12401,57,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA","G",1425,"G",12296,"G",51743,130,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","J",344,"J",6503,"J",22026,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA","H",180,"H",1244,"H",5260,8,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA","G",1438,"G",15356,"G",67572,178,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA","H",95,"G",1056,"G",4841,27,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA","G",1131,"H",9625,"H",40357,135,"WINCHENDON","MA","WORCESTER"
"01501","AUBURN, MA","G",11215,"G",134519,"G",534869,617,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA","H",482,"G",4105,"G",21823,103,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA","G",794,"G",7993,"G",34261,136,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA","G",1228,"G",15700,"G",64473,129,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA","G",189,"G",1215,"G",5625,44,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA","G",2981,"G",37376,"G",152833,263,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA","G",320,"G",1802,"G",8624,25,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA","J",10,"J",189,"J",993,5,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA","G",3702,"G",39583,"G",161352,257,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA","G",365,"H",3278,"H",14690,47,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA","G",660,"G",5976,"G",29495,126,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA","G",710,"G",6517,"G",30655,74,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","J",1418,"J",16212,"J",68630,105,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA","G",3031,"G",32133,"G",130290,276,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA","H",70,"G",502,"G",2258,23,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","H",109,"H",915,"H",5057,34,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA","G",2381,"G",24356,"G",105204,135,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA","H",1356,"H",10575,"H",42641,116,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA","J",162,"H",1477,"H",7050,20,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA","H",39,"G",253,"G",1520,12,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA","H",4151,"G",37702,"G",160854,329,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA","G",121,"G",930,"G",4467,35,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA","H",39,"H",402,"H",2230,16,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA","G",8261,"G",99068,"G",409268,534,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA","G",873,"G",9662,"G",40404,72,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA","G",841,"H",9353,"H",34271,85,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA","G",2118,"H",29915,"H",120527,160,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA","H",902,"H",10870,"H",46905,76,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","J",90,"J",757,"H",3227,12,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA","H",4835,"J",99202,"H",309193,227,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA","H",959,"H",5143,"H",21768,72,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA","J",544,"J",7104,"J",28548,37,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA","H",1162,"H",10521,"H",49240,127,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA","G",13027,"G",148136,"G",591473,824,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA","G",5064,"G",59223,"G",235776,322,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA","G",315,"G",3913,"G",16760,60,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA","J",418,"H",3673,"H",16268,20,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA","G",2563,"H",29634,"H",121996,205,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA","G",2456,"G",28219,"G",125764,202,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA","G",3538,"G",29351,"G",122393,246,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA","G",729,"G",6744,"G",30051,158,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA","G",3494,"G",41479,"G",174477,283,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA","H",7271,"H",91926,"H",329238,367,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA","G",2750,"G",28314,"G",117573,167,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA","G",29017,"H",546903,"H",2037029,985,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA","G",3934,"G",36328,"G",155169,242,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA","G",779,"G",7538,"G",30571,82,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA","G",3255,"G",33022,"G",134676,234,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA","G",2429,"G",20872,"G",100292,186,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA","H",523,"H",6513,"J",29256,9,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA","G",2817,"G",24670,"G",104856,318,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA","G",6792,"G",60467,"G",252183,404,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA","G",9546,"G",96473,"G",406532,726,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA","H",23203,"H",387069,"H",1544818,596,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA","G",9214,"H",104268,"H",421549,442,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA","H",3639,"H",37240,"H",150677,139,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA","G",15401,"G",247027,"G",943572,512,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA","H",11138,"H",103013,"H",431773,540,"WORCESTER","MA","WORCESTER"
"01610","WORCESTER, MA","G",9673,"G",90714,"G",369274,346,"WORCESTER","MA","WORCESTER"
"01611","CHERRY VALLEY, MA","H",306,"H",2593,"H",11105,33,"CHERRY VALLEY","MA","WORCESTER"
"01612","PAXTON, MA","J",848,"H",6081,"H",25582,75,"PAXTON","MA","WORCESTER"
"01613","WORCESTER, MA","G",186,"H",2862,"H",10468,17,"WORCESTER","MA","WORCESTER"
"01615","WORCESTER, MA","G",759,"G",15750,"G",50520,10,"WORCESTER","MA","WORCESTER"
"01653","WORCESTER, MA","J",1985,"J",88951,"J",224988,5,"WORCESTER","MA","WORCESTER"
"01655","WORCESTER, MA","H",118,"G",1156,"G",4999,8,"WORCESTER","MA","WORCESTER"
"01701","FRAMINGHAM, MA","G",25881,"G",593074,"H",2699829,1207,"FRAMINGHAM","MA","MIDDLESEX"
"01702","FRAMINGHAM, MA","G",13277,"H",260172,"G",962044,938,"FRAMINGHAM","MA","MIDDLESEX"
"01703","FRAMINGHAM, MA","J",9,"J",93,"H",519,4,"FRAMINGHAM","MA","MIDDLESEX"
"01704","FRAMINGHAM, MA","J",17,"J",87,"J",450,5,"FRAMINGHAM","MA","MIDDLESEX"
"01705","FRAMINGHAM, MA","G",7,"J",19,"H",200,5,"FRAMINGHAM","MA","MIDDLESEX"
"01719","BOXBOROUGH, MA","G",4245,"G",137718,"G",606164,141,"BOXBOROUGH","MA","MIDDLESEX"
"01720","ACTON, MA","G",8724,"G",126838,"G",509644,716,"ACTON","MA","MIDDLESEX"
"01721","ASHLAND, MA","G",4646,"G",49435,"G",207956,398,"ASHLAND","MA","MIDDLESEX"
"01730","BEDFORD, MA","G",19665,"G",628729,"G",2226656,544,"BEDFORD","MA","MIDDLESEX"
"01731","HANSCOM AFB, MA","J",226,"H",4276,"H",19788,26,"HANSCOM AFB","MA","MIDDLESEX"
"01740","BOLTON, MA","G",1115,"G",17332,"G",62599,130,"BOLTON","MA","WORCESTER"
"01741","CARLISLE, MA","G",597,"G",9087,"G",41191,115,"CARLISLE","MA","MIDDLESEX"
"01742","CONCORD, MA","G",11033,"H",226813,"G",884249,800,"CONCORD","MA","MIDDLESEX"
"01745","FAYVILLE, MA","J",126,"H",2377,"H",11296,15,"FAYVILLE","MA","WORCESTER"
